0.427141,-0.338229,1.06261
0.287289,-0.29015,0.908447
0.145487,-0.135891,1.04763
0.215496,-0.144279,0.933967
0.134468,-0.159027,0.927946
0.0442448,-0.0694222,0.869991
0.132492,-0.0912078,0.965792
0.135182,-0.0906007,0.928561
0.346559,-0.279482,0.941235
0.319516,-0.272503,0.911779
0.204401,-0.293357,0.913191
0.175023,-0.273819,0.916298
0.170062,-0.282984,0.918898
0.205688,-0.310544,0.890131
0.136936,-0.200803,0.925684
0.151938,-0.32701,1.01328
0.201603,-0.31473,0.909511
0.0446954,0.0518684,0.407058
0.263779,-0.14237,0.931219
0.352167,-0.135744,1.0409
0.446461,-0.379984,1.07387
0.138727,-0.259343,0.912667
0.0380275,7.52824e-05,0.5998
0.269031,-1.02917,3.68394
0.140355,-0.335106,0.898217
0.14266,-0.351469,0.981448
0.175659,-0.311407,0.927386
0.302055,-0.219265,0.913289
0.438507,-0.362152,1.02245
0.373388,-0.293947,0.983609
0.333497,-0.325595,0.90561
0.132105,-0.107496,1.04833
0.153326,-0.156508,0.938903
0.139198,-0.136093,1.04392
0.130567,-0.136056,1.04512
0.331354,-0.144255,0.933564
0.278853,-0.139737,0.916969
0.413546,-0.340729,0.984114
0.248156,-0.247119,0.9361
0.195626,-0.31125,0.904005
0.0441029,0.061336,0.342541
0.205256,-0.315075,0.906429
0.209329,-0.337521,0.896968
0.205683,-0.278508,0.896987
-0.529564,-0.217887,0.289811
-0.577029,-0.352813,0.406834
-0.483197,-0.250076,0.123975
-0.484832,-0.251765,0.132493
-0.547163,-0.230396,0.134525
-0.516985,-0.287499,0.356964
-0.556659,-0.190934,0.319119
-0.542404,-0.566134,0.227692
-0.393282,-0.678113,0.851189
-0.366786,-0.595991,0.774947
-0.379214,-0.629345,0.813353
-0.430458,-0.033415,0.833205
-0.355336,-0.608527,0.793122
-0.547437,-0.341378,0.363101
-0.351814,-0.608819,0.814038
-0.356097,-0.609585,0.808916
-0.481256,-0.230931,0.105335
-0.547825,-0.255962,0.115186
-0.34525,-0.318016,0.081246
-0.823326,-0.149139,0.768964
-0.475844,-0.0734732,0.762243
-0.301848,-0.423038,0.531174
-0.582114,-0.149554,0.498088
-0.371278,-0.219668,0.370998
-0.446243,-0.248954,0.13969
-0.607254,-0.0995043,0.588391
-0.626183,-0.522475,0.719574
-0.522946,-0.293287,0.35886
-0.499072,-0.253335,0.374997
-0.533865,-0.261319,0.28457
-0.534876,-0.281268,0.30411
-0.512125,-0.33253,0.374754
-0.365922,-0.620417,0.809486
-0.527749,-0.397805,0.353258
-0.530299,-0.564871,0.196467
-0.508111,-0.31454,0.375111
-0.487955,-0.213732,0.251056
-0.558036,-0.56156,0.171739
-0.516776,-0.211985,0.27786
-0.575686,-0.55935,0.150216
-0.559775,-0.561763,0.149677
-0.505564,-0.278707,0.383288
-0.372426,-0.640021,0.791987
-0.725459,-0.235971,0.83599
-0.473318,-0.249927,0.125182
