-0.197601,0.124871,0.7688912
-0.199941,0.126225,0.7844661999999999
-0.282979,-0.121571,1.3832643999999998
-0.165452,-0.0786751,1.793582
-0.281132,-0.110952,1.3733397999999999
-0.191409,-0.00280027,1.3793038
-0.194836,-0.00933175,1.380078
-0.241313,-0.00246899,1.3727643999999999
-0.243892,-0.00843727,1.374198
-0.141989,0.109175,0.8167949999999999
-0.081882,0.114726,0.7860453999999999
-0.222048,-0.19833,1.364013
-0.232107,-0.201929,1.3515949999999999
-0.20951,-0.291307,1.336531
-0.272189,-0.0805651,1.3796005999999998
-0.16305,0.0640685,1.0615835999999998
0.0469265,0.114064,0.7824642
0.128069,0.115337,0.7863394
-0.220547,0.0914042,0.9108554
-0.264193,-0.168468,1.3551426
-0.213402,-0.10281,1.3639065999999997
-0.297117,-0.021433,1.3996359999999999
-0.263524,-0.159168,1.3495552
-0.262889,-0.177064,1.3856738
-0.273676,-0.120705,1.3805652
-0.191361,-0.0674072,1.3595232
-0.197262,-0.0241715,1.3857914
-0.216513,-0.0328206,1.3758402
-0.2628,-0.0334868,1.3756498
-0.270083,-0.0338763,1.3753488
-0.276963,-0.098875,1.3945623999999999
-0.227596,-0.512938,1.9477779999999998
-0.149881,0.121182,0.7595014
-0.17382,0.127212,0.7495726
-0.0264314,0.104139,0.8480989999999999
0.183557,0.119064,0.7782376
0.0469166,0.112708,0.7893325999999999
0.125025,0.116374,0.7836275999999999
0.124739,0.118385,0.7982813999999999
0.126904,0.116697,0.7784882
0.081087,0.105312,0.8260462
0.0855192,0.0986224,0.8801534
0.0474357,0.0779573,0.9974607999999999
0.0520838,0.0990539,0.8696058
0.0224338,0.115141,0.7765463999999999
0.0567592,0.118432,0.7592941999999999
0.160846,0.10774,0.8051372
0.142084,0.124389,0.7843934
-0.290422,-0.00111594,1.3766269999999998
-0.266663,0.0373382,1.1160408
-0.121039,0.0985734,0.8618106
-0.216579,-0.00199744,1.3753305999999998
-0.21918,-0.00855772,1.3780451999999999
-0.224146,0.0912418,0.9232509999999999
0.0519745,0.112772,0.7685313999999999
0.110188,0.115597,0.7748341999999999
0.0787034,0.105236,0.7832972
0.0651718,0.0857805,0.9977898
0.0410599,0.0815596,1.0001824
0.0305964,0.0790785,0.9833978
0.125043,0.0980177,0.899955
0.107429,0.104572,0.8897854
0.0858005,-0.00574578,1.519028
0.0416059,0.118697,0.7496706
0.14658,0.116672,0.7775614
0.168989,0.119567,0.7296197999999999
-0.194746,0.0774709,0.9861152
-0.0729869,0.0975937,0.9152695999999999
-0.0714878,0.106975,0.7964403999999999
0.279602,-0.117522,2.1364279999999995
0.24525,-0.175105,2.4578119999999997
-0.291571,-0.0340978,1.3719089999999998
-0.29471,-0.0381858,1.37655
-0.281613,-0.210473,1.3629293999999998
-0.283574,-0.23105,1.3710858
-0.220126,-0.219209,1.3465242
-0.216666,-0.160085,1.3468265999999998
-0.218665,-0.173304,1.3621636
-0.270714,-0.236786,1.3494207999999999
-0.0203267,0.0450905,1.1674026
0.348771,-0.233857,2.491916
-0.20652,-0.278307,1.3615755999999999
-0.0185416,0.109848,0.8330223999999999
-0.0627955,0.0411364,1.1470074
-0.0663045,0.0530589,1.1762799999999998
-0.166083,0.0704138,1.018311
-0.308809,0.0349035,1.1075259999999998
-0.341452,0.0470319,1.1096203999999998
-0.353465,0.0489278,1.0973479999999998
-0.304065,0.067792,0.9882194
-0.682991,-0.209656,0.2513602
-1.6013,-0.158349,-0.0746664
-1.46121,-0.196309,-0.515285
-1.54321,-0.354553,0.274967
-1.31174,-0.336297,0.799363
-1.57586,-0.121054,-0.418819
-1.5317,-0.12175,-0.306915
-1.71346,-0.177814,-0.345373
-0.682876,-0.171158,0.40956719999999996
-1.48146,-0.257066,-0.407411
-1.4511,-0.223682,0.191894
-1.22402,-0.0322362,-0.2333
-1.49955,-0.0427845,-0.3697
-1.67617,-0.671731,-0.0663491
-1.597,-0.019689,-0.221202
-1.24065,-0.160092,0.617934
-0.67287,-0.232241,0.24119199999999996
-0.669133,-0.216743,0.4997118
-1.22758,-0.25918,0.788375
-1.74655,-0.746745,-0.105088
-1.37905,-0.191367,0.222491
