-0.193541,-0.276129,0.977534
-0.17162,-0.256638,0.961125
-0.168459,-0.254172,0.941406
-0.0771862,-0.269401,0.877845
-0.0671135,-0.273551,0.882033
-0.211978,-0.288984,0.981113
-0.21208,-0.288095,0.966659
-0.193878,-0.289718,0.976185
-0.174784,-0.289214,0.970697
-0.178939,-0.282389,0.948052
-0.593017,-0.098192,1.25844
-0.443666,-0.159781,1.40436
-0.00814349,-0.150763,1.44597
-0.12271,-0.220287,1.63128
-0.211325,-0.196915,1.01634
-0.263806,-0.189099,1.52
-0.231641,-0.165059,1.53768
-0.239991,-0.195301,1.55673
-0.326156,-0.184377,1.51051
-0.176751,-0.190753,0.982333
-0.0934389,-0.177947,1.54395
-0.0940802,-0.196188,1.61363
-0.106119,-0.178136,0.919603
-0.315151,-0.156134,1.53859
-0.407342,-0.170178,1.44339
-0.298588,-0.21122,1.07681
-0.387466,-0.1365,1.36796
-0.184051,-0.276503,0.977178
-0.0997331,-0.263058,0.913779
0.330047,-0.110561,0.762433
0.314207,-0.0560331,1.2215
0.415619,-0.0969624,1.21688
0.442361,-0.0681051,1.1414
0.00381303,-0.222056,1.39298
-0.290209,-0.209203,1.07244
-0.287891,-0.208958,1.06438
-0.230212,-0.29064,0.990969
-0.232458,-0.295956,1.00006
-0.219634,-0.288636,0.980978
-0.222428,-0.294718,0.993097
-0.105482,-0.266532,0.874649
-0.110133,-0.280149,0.914542
-0.198783,-0.254608,1.01236
-0.209055,-0.268217,1.01553
-0.206926,-0.270201,1.00871
-0.255471,-0.331936,0.9454
-0.31012,-0.306223,1.05643
0.447429,-0.141656,1.27091
0.375094,-0.121361,1.23043
0.372782,-0.0953696,1.22811
0.362947,-0.0949797,1.19631
0.489434,-0.115682,1.2222
0.0638189,-0.0277198,0.886514
0.225838,-0.152278,0.672043
0.309375,-0.166233,0.676994
0.291133,-0.159577,0.643067
0.177709,-0.0211277,1.02132
0.386766,-0.0956021,1.21604
-0.203603,-0.27639,0.987481
-0.221008,-0.118805,1.35794
-0.115527,-0.180993,0.938101
-0.119917,-0.181629,0.939303
-0.198415,-0.194079,0.999393
-0.310905,-0.189904,1.54155
-0.138527,-0.182577,0.94114
-0.111872,-0.180376,0.930058
-0.0686315,-0.172537,0.90382
-0.071749,-0.172901,0.901874
-0.0172796,-0.141189,1.3832
-0.0228763,-0.139947,1.37897
-0.335055,-0.216803,1.10489
-0.338296,-0.217858,1.10601
